,mean_r,mean_g,mean_b,std_r,std_g,std_b,var_r,var_g,var_b,skew_r,skew_g,skew_b,kurtosis_r,kurtosis_g,kurtosis_b,class
2854,29.28808594,76.7265625,82.20507813,7.055307084,10.65672825,10.19157001,49.77735806,113.5658569,103.8680992,-0.966045654,-0.791874958,-1.222033382,1.427382632,1.158200149,2.338754648,1
2855,28.95898438,72.64550781,79.45410156,7.997453046,11.41871405,11.96935552,63.95925522,130.3870306,143.2654715,-0.836845363,-1.16234404,-1.52788948,1.156237334,3.321511811,4.468043505,1
2856,29.88085938,68.91015625,75.90234375,9.613196133,16.17258405,16.91794981,92.41353989,261.552475,286.2170258,-1.005885475,-2.016579247,-2.305075827,1.336096655,5.959909068,7.232394482,1
2857,29.76171875,74.515625,81.45117188,10.5956331,15.71231075,15.03295724,112.2674408,246.876709,225.9898033,-0.616911811,-0.922301404,-1.200447206,0.309453682,0.793228203,1.853783798,1
2858,28.16210938,68.35546875,82.0703125,7.212395055,9.934188195,10.03017603,52.01864243,98.68809509,100.6044312,-0.679450797,-1.095308848,-1.222972287,0.694345493,2.139269096,2.644048456,1
2859,29.32617188,69.94726563,80.54589844,9.784846513,13.97462657,14.33512958,95.74322128,195.2901878,205.4959402,-0.786443344,-1.087342835,-1.334077378,0.700373947,1.608491735,2.558080136,1
2860,25.07714844,66.77148438,77.63183594,7.863266636,12.6295833,12.02114844,61.83096218,159.5063744,144.5080099,-0.670007794,-0.778393304,-1.053763823,0.76845532,1.269167475,2.454563408,1
2861,33.55957031,69.23242188,79.8984375,6.069773843,8.063146994,8.035409763,36.8421545,65.01433945,64.56781006,-0.658577861,-0.940506189,-1.093191918,1.737508319,3.15554646,4.387577346,1
2862,28.90332031,74.8203125,79.04199219,8.231242212,11.76872417,12.44735768,67.75334835,138.5028687,154.9367132,-0.785666121,-1.234203577,-1.248922682,0.792955365,2.751258306,2.324356589,1
2863,33.5390625,74.3046875,79.9453125,9.76433429,13.4391328,14.08189418,95.34222412,180.6102905,198.2997437,-0.755199807,-0.901257927,-0.96493772,0.748938866,2.332777525,1.931564709,1
2864,26.01855469,68.12304688,80.36621094,7.038721548,9.652481875,9.343889573,49.54360104,93.17040634,87.30827236,-0.768514107,-1.101952309,-1.311934311,0.780867769,1.813520453,2.592492938,1
