,mean_l,mean_a,mean_bhuman,std_l,std_a,std_bhuman,var_l,var_a,var_bhuman,class
2420,77.17285156,121.1074219,144.0693359,26.40505554,2.590205333,5.016386931,697.2269583,6.709163666,25.16413784,1
2421,48.66210938,123.2070313,134.9990234,29.18510914,5.227267504,5.587111898,851.7705956,27.32432556,31.21581936,1
2422,79.73925781,123.8457031,136.3066406,13.99990869,1.757134201,2.551752393,195.9974432,3.087520599,6.511440277,1
2423,50.48632813,122.0019531,137.1005859,31.63126495,5.229498297,4.95611992,1000.536922,27.34765244,24.56312466,1
2424,53.66894531,121.2744141,136.6425781,23.58472038,3.279298474,3.450427905,556.2390356,10.75379848,11.90545273,1
2425,46.11425781,125.7695313,136.6689453,24.66802301,3.61145224,5.566253339,608.5113592,13.04258728,30.98317623,1
2426,46.25390625,125.7705078,135.0888672,17.67396745,2.794223488,2.017238474,312.3691254,7.807684898,4.06925106,1
2427,53.17675781,124.2929688,135.9863281,26.79641503,5.085605968,3.552316667,718.0478582,25.86338806,12.6189537,1
2428,45.6953125,125.6396484,133.7373047,20.23487421,5.224457047,2.615372031,409.4501343,27.29495144,6.84017086,1
2429,69.8125,117.4931641,142.1337891,19.23908985,2.593176169,3.300489857,370.1425781,6.724562645,10.8932333,1
2430,47.20996094,119.1865234,138.3828125,20.69943619,4.055206677,3.243674358,428.4666586,16.44470119,10.52142334,1
2431,60.26757813,121.1181641,138.9912109,20.57277203,4.002770299,4.14376896,423.2389488,16.02217007,17.17082119,1
